method,article_id,question_id,difficult,gold_label,predicted_index,correct,parsed,predicted_raw,tree_layers
agglomerative,51461,51461_OV4JLLBG_6,1,2,2,1,1,B,1
agglomerative,51461,51461_OV4JLLBG_7,0,4,4,1,1,D,1
agglomerative,51461,51461_OV4JLLBG_8,1,3,3,1,1,C,1
agglomerative,50818,50818_U50BKW97_1,0,4,1,0,1,A,1
agglomerative,50818,50818_U50BKW97_2,1,4,2,0,1,B,1
agglomerative,50818,50818_U50BKW97_3,1,2,1,0,1,A,1
agglomerative,50818,50818_U50BKW97_4,1,1,1,1,1,A,1
agglomerative,50818,50818_U50BKW97_5,1,4,4,1,1,D,1
agglomerative,50818,50818_U50BKW97_6,0,2,2,1,1,B,1
agglomerative,50818,50818_U50BKW97_7,1,3,2,0,1,B,1
agglomerative,50818,50818_U50BKW97_8,1,1,3,0,1,C,1
agglomerative,51687,51687_XND06EI3_1,1,3,3,1,1,C,1
agglomerative,51687,51687_XND06EI3_2,1,4,4,1,1,D,1
agglomerative,51687,51687_XND06EI3_3,1,4,4,1,1,D,1
agglomerative,51687,51687_XND06EI3_4,1,3,3,1,1,C,1
agglomerative,51687,51687_XND06EI3_5,0,2,2,1,1,B,1
agglomerative,51687,51687_XND06EI3_6,0,3,3,1,1,C,1
agglomerative,51687,51687_XND06EI3_7,1,4,1,0,1,A,1
agglomerative,51687,51687_XND06EI3_8,1,3,2,0,1,B,1
agglomerative,51687,51687_XND06EI3_9,1,2,2,1,1,B,1
agglomerative,51687,51687_XND06EI3_10,1,1,1,1,1,A,1
agglomerative,51027,51027_8PULD7D5_1,0,2,3,0,1,C,1
agglomerative,51027,51027_8PULD7D5_2,1,1,4,0,1,D,1
agglomerative,51027,51027_8PULD7D5_3,0,4,2,0,1,B,1
agglomerative,51027,51027_8PULD7D5_4,1,4,1,0,1,A,1
agglomerative,51027,51027_8PULD7D5_5,0,2,3,0,1,C,1
agglomerative,51027,51027_8PULD7D5_6,0,1,1,1,1,A,1
agglomerative,51027,51027_8PULD7D5_7,1,1,1,1,1,A,1
agglomerative,51027,51027_8PULD7D5_8,0,4,1,0,1,A,1
agglomerative,51027,51027_8PULD7D5_9,0,3,4,0,1,D,1
agglomerative,51027,51027_8PULD7D5_10,1,2,4,0,1,D,1
agglomerative,51267,51267_N197XHK2_1,1,4,1,0,1,A,1
agglomerative,51267,51267_N197XHK2_2,1,3,3,1,1,C,1
agglomerative,51267,51267_N197XHK2_3,1,3,3,1,1,C,1
agglomerative,51267,51267_N197XHK2_4,1,4,3,0,1,C,1
agglomerative,51267,51267_N197XHK2_5,1,4,3,0,1,C,1
agglomerative,51267,51267_N197XHK2_6,1,1,3,0,1,C,1
agglomerative,51267,51267_N197XHK2_7,1,1,1,1,1,A,1
agglomerative,51267,51267_N197XHK2_8,0,4,4,1,1,D,1
agglomerative,51267,51267_N197XHK2_9,1,1,3,0,1,C,1
agglomerative,51351,51351_HAZYFZSV_1,1,3,4,0,1,D,1
agglomerative,51351,51351_HAZYFZSV_2,0,3,3,1,1,C,1
agglomerative,51351,51351_HAZYFZSV_3,1,2,1,0,1,A,1
agglomerative,51351,51351_HAZYFZSV_4,1,1,1,1,1,A,1
agglomerative,51351,51351_HAZYFZSV_5,0,3,3,1,1,C,1
agglomerative,51351,51351_HAZYFZSV_6,0,1,2,0,1,B,1
agglomerative,51351,51351_HAZYFZSV_7,1,1,3,0,1,C,1
agglomerative,51351,51351_HAZYFZSV_8,1,4,2,0,1,B,1
agglomerative,51351,51351_HAZYFZSV_9,1,4,4,1,1,D,1
agglomerative,51605,51605_E8R4X4OP_1,0,3,4,0,1,D,1
agglomerative,51605,51605_E8R4X4OP_2,0,1,4,0,1,D,1
agglomerative,51605,51605_E8R4X4OP_3,1,2,3,0,1,C,1
agglomerative,51605,51605_E8R4X4OP_4,0,4,4,1,1,D,1
agglomerative,51605,51605_E8R4X4OP_5,1,3,1,0,1,A,1
agglomerative,51605,51605_E8R4X4OP_6,1,1,2,0,1,B,1
agglomerative,51605,51605_E8R4X4OP_7,1,3,3,1,1,C,1
agglomerative,51605,51605_E8R4X4OP_8,0,4,4,1,1,D,1
agglomerative,51605,51605_E8R4X4OP_9,0,3,3,1,1,C,1
agglomerative,49897,49897_QQKS0TK3_1,1,2,2,1,1,B,1
agglomerative,49897,49897_QQKS0TK3_2,1,3,2,0,1,B,1
agglomerative,49897,49897_QQKS0TK3_3,1,3,2,0,1,B,1
agglomerative,49897,49897_QQKS0TK3_4,0,2,2,1,1,B,1
agglomerative,49897,49897_QQKS0TK3_5,0,2,4,0,1,D,1
agglomerative,49897,49897_QQKS0TK3_6,0,3,2,0,1,B,1
agglomerative,49897,49897_QQKS0TK3_7,1,4,1,0,1,A,1
agglomerative,49897,49897_QQKS0TK3_8,1,1,3,0,1,C,1
agglomerative,49897,49897_QQKS0TK3_9,1,2,4,0,1,D,1
agglomerative,49897,49897_QQKS0TK3_10,1,1,1,1,1,A,1
agglomerative,51126,51126_FCNHD3SS_1,0,4,2,0,1,B,1
agglomerative,51126,51126_FCNHD3SS_2,1,3,4,0,1,D,1
agglomerative,51126,51126_FCNHD3SS_3,1,2,1,0,1,A,1
agglomerative,51126,51126_FCNHD3SS_4,1,3,3,1,1,C,1
agglomerative,51126,51126_FCNHD3SS_5,1,1,1,1,1,A,1
agglomerative,51126,51126_FCNHD3SS_6,0,3,3,1,1,C,1
agglomerative,51126,51126_FCNHD3SS_7,0,3,2,0,1,B,1
agglomerative,51126,51126_FCNHD3SS_8,1,2,4,0,1,D,1
agglomerative,51126,51126_FCNHD3SS_9,1,4,4,1,1,D,1
agglomerative,51350,51350_MZ3KCERV_1,1,4,3,0,1,C,1
agglomerative,51350,51350_MZ3KCERV_2,0,3,3,1,1,C,1
agglomerative,51350,51350_MZ3KCERV_3,0,3,3,1,1,C,1
agglomerative,51350,51350_MZ3KCERV_4,0,2,3,0,1,C,1
agglomerative,51350,51350_MZ3KCERV_5,0,2,2,1,1,B,1
agglomerative,51350,51350_MZ3KCERV_6,1,2,2,1,1,B,1
agglomerative,51350,51350_MZ3KCERV_7,1,3,1,0,1,A,1
agglomerative,51350,51350_MZ3KCERV_8,1,4,3,0,1,C,1
agglomerative,50948,50948_AGIAFP2X_1,1,3,4,0,1,D,1
agglomerative,50948,50948_AGIAFP2X_2,0,4,4,1,1,D,1
agglomerative,50948,50948_AGIAFP2X_3,0,2,1,0,1,A,1
agglomerative,50948,50948_AGIAFP2X_4,1,1,1,1,1,A,1
agglomerative,50948,50948_AGIAFP2X_5,1,1,1,1,1,A,1
agglomerative,50948,50948_AGIAFP2X_6,1,2,4,0,1,D,1
agglomerative,50948,50948_AGIAFP2X_7,0,2,2,1,1,B,1
agglomerative,50948,50948_AGIAFP2X_8,1,1,1,1,1,A,1
agglomerative,50948,50948_AGIAFP2X_9,0,1,4,0,1,D,1
agglomerative,51320,51320_4G14XR5O_1,1,1,1,1,1,A,1
agglomerative,51320,51320_4G14XR5O_2,0,3,3,1,1,C,1
agglomerative,51320,51320_4G14XR5O_3,0,1,1,1,1,A,1
agglomerative,51320,51320_4G14XR5O_4,1,1,1,1,1,A,1
agglomerative,51320,51320_4G14XR5O_5,1,4,2,0,1,B,1
agglomerative,51320,51320_4G14XR5O_6,1,2,2,1,1,B,1
agglomerative,51320,51320_4G14XR5O_7,0,2,2,1,1,B,1
agglomerative,51320,51320_4G14XR5O_8,1,2,2,1,1,B,1
agglomerative,51320,51320_4G14XR5O_9,1,4,4,1,1,D,1
agglomerative,51395,51395_2PILALCT_1,1,1,1,1,1,A,1
agglomerative,51395,51395_2PILALCT_2,1,1,3,0,1,C,1
agglomerative,51395,51395_2PILALCT_3,1,4,4,1,1,D,1
agglomerative,51395,51395_2PILALCT_4,0,3,3,1,1,C,1
agglomerative,51395,51395_2PILALCT_5,1,4,2,0,1,B,1
agglomerative,51436,51436_VJM64720_1,1,4,3,0,1,C,1
agglomerative,51436,51436_VJM64720_2,0,2,2,1,1,B,1
agglomerative,51436,51436_VJM64720_3,0,1,3,0,1,C,1
agglomerative,51436,51436_VJM64720_4,0,4,4,1,1,D,1
agglomerative,51436,51436_VJM64720_5,1,4,4,1,1,D,1
agglomerative,51436,51436_VJM64720_6,0,4,4,1,1,D,1
agglomerative,51436,51436_VJM64720_7,0,4,4,1,1,D,1
agglomerative,51436,51436_VJM64720_8,0,2,2,1,1,B,1
agglomerative,51436,51436_VJM64720_9,0,3,3,1,1,C,1
agglomerative,51362,51362_ZBD9O785_1,0,2,1,0,1,A,1
agglomerative,51362,51362_ZBD9O785_2,0,3,2,0,1,B,1
agglomerative,51362,51362_ZBD9O785_3,0,2,2,1,1,B,1
agglomerative,51362,51362_ZBD9O785_4,1,1,1,1,1,A,1
agglomerative,51362,51362_ZBD9O785_5,1,1,4,0,1,D,1
agglomerative,51362,51362_ZBD9O785_6,1,1,1,1,1,A,1
agglomerative,51362,51362_ZBD9O785_7,0,3,3,1,1,C,1
agglomerative,51362,51362_ZBD9O785_8,1,1,3,0,1,C,1
agglomerative,51150,51150_AP0HI29X_1,0,4,2,0,1,B,1
agglomerative,51150,51150_AP0HI29X_2,0,1,1,1,1,A,1
agglomerative,51150,51150_AP0HI29X_3,0,4,2,0,1,B,1
agglomerative,51150,51150_AP0HI29X_4,1,1,2,0,1,B,1
agglomerative,51150,51150_AP0HI29X_5,0,3,4,0,1,D,1
agglomerative,51150,51150_AP0HI29X_6,1,3,1,0,1,A,1
agglomerative,51150,51150_AP0HI29X_7,1,4,3,0,1,C,1
agglomerative,51150,51150_AP0HI29X_8,1,1,3,0,1,C,1
agglomerative,51150,51150_AP0HI29X_9,1,1,4,0,1,D,1
agglomerative,51150,51150_AP0HI29X_10,1,2,2,1,1,B,1
agglomerative,51274,51274_8Q2YNHG5_1,1,3,3,1,1,C,1
agglomerative,51274,51274_8Q2YNHG5_2,1,1,1,1,1,A,1
agglomerative,51274,51274_8Q2YNHG5_3,1,2,2,1,1,B,1
agglomerative,51274,51274_8Q2YNHG5_4,0,2,3,0,1,C,1
agglomerative,51274,51274_8Q2YNHG5_5,1,2,2,1,1,B,1
agglomerative,51274,51274_8Q2YNHG5_6,0,1,1,1,1,A,1
agglomerative,51274,51274_8Q2YNHG5_7,0,1,1,1,1,A,1
agglomerative,51274,51274_8Q2YNHG5_8,1,3,3,1,1,C,1
agglomerative,51274,51274_8Q2YNHG5_9,1,3,3,1,1,C,1
agglomerative,51274,51274_8Q2YNHG5_10,0,1,1,1,1,A,1
agglomerative,51413,51413_0Q4GSNGI_1,1,1,4,0,1,D,1
agglomerative,51413,51413_0Q4GSNGI_2,1,4,2,0,1,B,1
agglomerative,51413,51413_0Q4GSNGI_3,0,1,1,1,1,A,1
agglomerative,51413,51413_0Q4GSNGI_4,0,2,2,1,1,B,1
agglomerative,51413,51413_0Q4GSNGI_5,1,2,2,1,1,B,1
agglomerative,51413,51413_0Q4GSNGI_6,0,3,,0,0,"None of the options A, B,",1
agglomerative,51413,51413_0Q4GSNGI_7,0,1,4,0,1,D,1
agglomerative,51413,51413_0Q4GSNGI_8,1,1,1,1,1,A,1
agglomerative,51413,51413_0Q4GSNGI_9,1,4,4,1,1,D,1
agglomerative,51413,51413_0Q4GSNGI_10,1,2,2,1,1,B,1
agglomerative,20041,20041_E0WD00T4_1,0,3,3,1,1,C,0
agglomerative,20041,20041_E0WD00T4_2,1,3,2,0,1,B,0
agglomerative,20041,20041_E0WD00T4_3,0,4,4,1,1,D,0
agglomerative,20041,20041_E0WD00T4_4,1,2,4,0,1,D,0
agglomerative,20041,20041_E0WD00T4_5,0,2,2,1,1,B,0
agglomerative,20041,20041_E0WD00T4_6,1,4,2,0,1,B,0
agglomerative,20041,20041_E0WD00T4_7,0,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_1,0,3,4,0,1,D,0
agglomerative,20048,20048_2UKOUEKS_2,0,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_3,1,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_4,0,3,3,1,1,C,0
agglomerative,20048,20048_2UKOUEKS_5,1,4,4,1,1,D,0
agglomerative,20048,20048_2UKOUEKS_6,0,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_7,0,4,4,1,1,D,0
agglomerative,20048,20048_2UKOUEKS_8,0,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_9,0,2,2,1,1,B,0
agglomerative,20048,20048_2UKOUEKS_10,0,1,1,1,1,A,0
agglomerative,20020,20020_L7G74WXN_1,1,3,3,1,1,C,0
agglomerative,20020,20020_L7G74WXN_2,1,3,3,1,1,C,0
agglomerative,20020,20020_L7G74WXN_3,0,4,4,1,1,D,0
agglomerative,20020,20020_L7G74WXN_4,0,2,2,1,1,B,0
agglomerative,20020,20020_L7G74WXN_5,1,1,1,1,1,A,0
agglomerative,20020,20020_L7G74WXN_6,0,3,3,1,1,C,0
agglomerative,20020,20020_L7G74WXN_7,0,1,1,1,1,A,0
agglomerative,20020,20020_L7G74WXN_8,1,2,1,0,1,A,0
agglomerative,20020,20020_L7G74WXN_9,0,1,1,1,1,A,0
agglomerative,20020,20020_L7G74WXN_10,1,2,1,0,1,A,0
agglomerative,20051,20051_7QSETVSE_1,1,4,2,0,1,B,0
agglomerative,20051,20051_7QSETVSE_2,0,4,4,1,1,D,0
agglomerative,20051,20051_7QSETVSE_3,0,2,2,1,1,B,0
agglomerative,20051,20051_7QSETVSE_4,0,2,3,0,1,C,0
agglomerative,20051,20051_7QSETVSE_5,1,3,3,1,1,C,0
agglomerative,20051,20051_7QSETVSE_6,0,2,2,1,1,B,0
agglomerative,20051,20051_7QSETVSE_7,0,4,4,1,1,D,0
agglomerative,20051,20051_7QSETVSE_8,1,4,4,1,1,D,0
agglomerative,20056,20056_H2CYR8K0_1,1,4,4,1,1,D,0
agglomerative,20056,20056_H2CYR8K0_2,1,4,4,1,1,D,0
agglomerative,20056,20056_H2CYR8K0_3,0,2,2,1,1,B,0
agglomerative,20056,20056_H2CYR8K0_4,1,2,2,1,1,B,0
agglomerative,20056,20056_H2CYR8K0_5,1,3,4,0,1,D,0
agglomerative,20056,20056_H2CYR8K0_6,0,1,1,1,1,A,0
agglomerative,20056,20056_H2CYR8K0_7,1,4,1,0,1,A,0
agglomerative,20056,20056_H2CYR8K0_8,0,3,3,1,1,C,0
agglomerative,20056,20056_H2CYR8K0_9,1,1,1,1,1,A,0
agglomerative,20056,20056_H2CYR8K0_10,0,2,2,1,1,B,0
agglomerative,20044,20044_EBV68EUZ_1,0,4,2,0,1,B,0
agglomerative,20044,20044_EBV68EUZ_2,1,3,3,1,1,C,0
agglomerative,20044,20044_EBV68EUZ_3,0,3,3,1,1,C,0
agglomerative,20044,20044_EBV68EUZ_4,0,4,4,1,1,D,0
agglomerative,20044,20044_EBV68EUZ_5,0,1,1,1,1,A,0
agglomerative,20044,20044_EBV68EUZ_6,0,2,2,1,1,B,0
agglomerative,20044,20044_EBV68EUZ_7,0,2,2,1,1,B,0
agglomerative,20044,20044_EBV68EUZ_8,0,3,3,1,1,C,0
agglomerative,20044,20044_EBV68EUZ_9,0,4,4,1,1,D,0
agglomerative,20031,20031_HFEBGS1A_1,0,4,4,1,1,D,0
agglomerative,20031,20031_HFEBGS1A_2,1,3,3,1,1,C,0
agglomerative,20031,20031_HFEBGS1A_3,0,4,2,0,1,B,0
agglomerative,20031,20031_HFEBGS1A_4,1,1,1,1,1,A,0
agglomerative,20031,20031_HFEBGS1A_5,0,1,1,1,1,A,0
agglomerative,20031,20031_HFEBGS1A_6,0,4,4,1,1,D,0
agglomerative,20031,20031_HFEBGS1A_7,0,1,1,1,1,A,0
agglomerative,20031,20031_HFEBGS1A_8,0,4,4,1,1,D,0
agglomerative,20031,20031_HFEBGS1A_9,1,4,3,0,1,C,0
agglomerative,20031,20031_HFEBGS1A_10,0,2,4,0,1,D,0
agglomerative,20029,20029_8FG4YEDB_1,0,3,2,0,1,B,0
agglomerative,20029,20029_8FG4YEDB_2,1,3,1,0,1,A,0
agglomerative,20029,20029_8FG4YEDB_3,1,1,1,1,1,A,0
agglomerative,20029,20029_8FG4YEDB_4,1,2,2,1,1,B,0
agglomerative,20029,20029_8FG4YEDB_5,0,4,4,1,1,D,0
agglomerative,20029,20029_8FG4YEDB_6,1,3,3,1,1,C,0
agglomerative,20029,20029_8FG4YEDB_7,0,1,1,1,1,A,0
agglomerative,20029,20029_8FG4YEDB_8,1,2,2,1,1,B,0
agglomerative,20029,20029_8FG4YEDB_9,1,2,2,1,1,B,0
agglomerative,20029,20029_8FG4YEDB_10,0,2,2,1,1,B,0
agglomerative,20027,20027_2RUIA5TI_1,1,2,1,0,1,A,0
agglomerative,20027,20027_2RUIA5TI_2,1,2,2,1,1,B,0
agglomerative,20027,20027_2RUIA5TI_3,1,1,1,1,1,A,0
agglomerative,20027,20027_2RUIA5TI_4,1,2,2,1,1,B,0
agglomerative,20027,20027_2RUIA5TI_5,0,1,1,1,1,A,0
agglomerative,20027,20027_2RUIA5TI_6,0,1,1,1,1,A,0
agglomerative,20027,20027_2RUIA5TI_7,1,3,2,0,1,B,0
agglomerative,20055,20055_VR0SZT3O_1,0,3,3,1,1,C,0
agglomerative,20055,20055_VR0SZT3O_2,1,3,3,1,1,C,0
agglomerative,20055,20055_VR0SZT3O_3,0,4,4,1,1,D,0
agglomerative,20055,20055_VR0SZT3O_4,1,3,3,1,1,C,0
agglomerative,20055,20055_VR0SZT3O_5,1,2,2,1,1,B,0
agglomerative,20055,20055_VR0SZT3O_6,1,4,4,1,1,D,0
agglomerative,20055,20055_VR0SZT3O_7,1,4,1,0,1,A,0
agglomerative,20055,20055_VR0SZT3O_8,1,2,2,1,1,B,0
agglomerative,20055,20055_VR0SZT3O_9,0,3,3,1,1,C,0
agglomerative,20055,20055_VR0SZT3O_10,1,3,3,1,1,C,0
agglomerative,51650,51650_RM2TQ88X_1,0,1,1,1,1,A,1
agglomerative,51650,51650_RM2TQ88X_2,0,2,2,1,1,B,1
agglomerative,51650,51650_RM2TQ88X_3,0,3,3,1,1,C,1
agglomerative,51650,51650_RM2TQ88X_4,1,3,3,1,1,C,1
agglomerative,51650,51650_RM2TQ88X_5,1,1,1,1,1,A,1
agglomerative,51650,51650_RM2TQ88X_6,1,4,4,1,1,D,1
agglomerative,51650,51650_RM2TQ88X_7,1,4,4,1,1,D,1
agglomerative,51650,51650_RM2TQ88X_8,1,2,2,1,1,B,1
agglomerative,51483,51483_T4WIZ6A8_1,1,3,4,0,1,D,1
agglomerative,51483,51483_T4WIZ6A8_2,0,4,3,0,1,C,1
agglomerative,51483,51483_T4WIZ6A8_3,1,1,3,0,1,C,1
agglomerative,51483,51483_T4WIZ6A8_4,0,3,3,1,1,C,1
agglomerative,51483,51483_T4WIZ6A8_5,1,4,4,1,1,D,1
agglomerative,51483,51483_T4WIZ6A8_6,1,1,4,0,1,D,1
agglomerative,51483,51483_T4WIZ6A8_7,0,4,4,1,1,D,1
agglomerative,51483,51483_T4WIZ6A8_8,1,3,4,0,1,D,1
agglomerative,51483,51483_T4WIZ6A8_9,1,3,2,0,1,B,1
agglomerative,51483,51483_T4WIZ6A8_10,1,2,2,1,1,B,1
agglomerative,51461,51461_YZX4JZ16_1,1,4,4,1,1,D,1
agglomerative,51461,51461_YZX4JZ16_2,1,4,4,1,1,D,1
agglomerative,51461,51461_YZX4JZ16_3,0,2,2,1,1,B,1
agglomerative,51461,51461_YZX4JZ16_4,1,2,3,0,1,C,1
agglomerative,51461,51461_YZX4JZ16_5,1,2,1,0,1,A,1
agglomerative,51461,51461_YZX4JZ16_6,0,4,1,0,1,A,1
agglomerative,51461,51461_YZX4JZ16_7,0,1,1,1,1,A,1
agglomerative,51461,51461_YZX4JZ16_8,1,4,1,0,1,A,1
agglomerative,51461,51461_YZX4JZ16_9,1,1,1,1,1,A,1
agglomerative,50818,50818_XCIZ1MIT_1,0,3,4,0,1,D,1
agglomerative,50818,50818_XCIZ1MIT_2,0,1,1,1,1,A,1
agglomerative,50818,50818_XCIZ1MIT_3,1,2,2,1,1,B,1
agglomerative,50818,50818_XCIZ1MIT_4,1,3,2,0,1,B,1
agglomerative,50818,50818_XCIZ1MIT_5,1,4,1,0,1,A,1
agglomerative,50818,50818_XCIZ1MIT_6,1,1,1,1,1,A,1
agglomerative,50818,50818_XCIZ1MIT_7,1,3,3,1,1,C,1
agglomerative,50818,50818_XCIZ1MIT_8,0,2,2,1,1,B,1
agglomerative,50818,50818_XCIZ1MIT_9,1,3,3,1,1,C,1
agglomerative,50818,50818_XCIZ1MIT_10,0,1,2,0,1,B,1
agglomerative,51687,51687_3JYPCVFP_1,1,3,3,1,1,C,1
agglomerative,51687,51687_3JYPCVFP_2,0,4,4,1,1,D,1
agglomerative,51687,51687_3JYPCVFP_3,1,2,3,0,1,C,1
agglomerative,51687,51687_3JYPCVFP_4,1,2,2,1,1,B,1
agglomerative,51687,51687_3JYPCVFP_5,1,2,2,1,1,B,1
agglomerative,51687,51687_3JYPCVFP_6,1,1,4,0,1,D,1
agglomerative,51687,51687_3JYPCVFP_7,1,3,1,0,1,A,1
agglomerative,51687,51687_3JYPCVFP_8,1,3,3,1,1,C,1
agglomerative,51027,51027_FT44CSGW_1,1,3,3,1,1,C,1
agglomerative,51027,51027_FT44CSGW_2,0,3,4,0,1,D,1
agglomerative,51027,51027_FT44CSGW_3,1,4,3,0,1,C,1
agglomerative,51027,51027_FT44CSGW_4,1,4,4,1,1,D,1
agglomerative,51027,51027_FT44CSGW_5,1,2,2,1,1,B,1
agglomerative,51027,51027_FT44CSGW_6,1,3,3,1,1,C,1
agglomerative,51027,51027_FT44CSGW_7,0,1,1,1,1,A,1
agglomerative,51027,51027_FT44CSGW_8,0,1,1,1,1,A,1
agglomerative,51027,51027_FT44CSGW_9,1,2,3,0,1,C,1
agglomerative,51267,51267_AQABCPUB_1,1,1,3,0,1,C,1
agglomerative,51267,51267_AQABCPUB_2,0,1,4,0,1,D,1
agglomerative,51267,51267_AQABCPUB_3,1,4,4,1,1,D,1
agglomerative,51267,51267_AQABCPUB_4,1,1,1,1,1,A,1
agglomerative,51267,51267_AQABCPUB_5,1,4,4,1,1,D,1
agglomerative,51267,51267_AQABCPUB_6,1,2,2,1,1,B,1
agglomerative,51267,51267_AQABCPUB_7,0,4,4,1,1,D,1
agglomerative,51267,51267_AQABCPUB_8,1,4,4,1,1,D,1
agglomerative,51267,51267_AQABCPUB_9,1,1,1,1,1,A,1
agglomerative,51351,51351_HAXFQ1YV_1,1,3,4,0,1,D,1
agglomerative,51351,51351_HAXFQ1YV_2,1,1,1,1,1,A,1
agglomerative,51351,51351_HAXFQ1YV_3,1,4,3,0,1,C,1
agglomerative,51351,51351_HAXFQ1YV_4,0,2,3,0,1,C,1
agglomerative,51351,51351_HAXFQ1YV_5,1,1,1,1,1,A,1
agglomerative,51351,51351_HAXFQ1YV_6,1,3,3,1,1,C,1
agglomerative,51351,51351_HAXFQ1YV_7,1,1,1,1,1,A,1
agglomerative,51351,51351_HAXFQ1YV_8,0,2,2,1,1,B,1
agglomerative,51605,51605_0HW4DYXI_1,0,1,3,0,1,C,1
agglomerative,51605,51605_0HW4DYXI_2,1,1,2,0,1,B,1
agglomerative,51605,51605_0HW4DYXI_3,1,4,1,0,1,A,1
agglomerative,51605,51605_0HW4DYXI_4,1,4,4,1,1,D,1
agglomerative,51605,51605_0HW4DYXI_5,1,3,3,1,1,C,1
agglomerative,51605,51605_0HW4DYXI_6,1,1,1,1,1,A,1
agglomerative,51605,51605_0HW4DYXI_7,1,4,4,1,1,D,1
agglomerative,51605,51605_0HW4DYXI_8,1,3,1,0,1,A,1
agglomerative,51605,51605_0HW4DYXI_9,1,2,2,1,1,B,1
agglomerative,51605,51605_0HW4DYXI_10,1,1,3,0,1,C,1
agglomerative,49897,49897_D53LJ447_1,1,3,3,1,1,C,1
agglomerative,49897,49897_D53LJ447_2,0,3,3,1,1,C,1
agglomerative,49897,49897_D53LJ447_3,1,4,4,1,1,D,1
agglomerative,49897,49897_D53LJ447_4,1,1,1,1,1,A,1
agglomerative,49897,49897_D53LJ447_5,1,2,1,0,1,A,1
agglomerative,49897,49897_D53LJ447_6,0,2,2,1,1,B,1
agglomerative,49897,49897_D53LJ447_7,1,2,2,1,1,B,1
agglomerative,49897,49897_D53LJ447_8,1,1,2,0,1,B,1
agglomerative,49897,49897_D53LJ447_9,1,4,4,1,1,D,1
agglomerative,51126,51126_PGSZW543_1,1,4,4,1,1,D,1
agglomerative,51126,51126_PGSZW543_2,1,2,1,0,1,A,1
agglomerative,51126,51126_PGSZW543_3,0,3,3,1,1,C,1
agglomerative,51126,51126_PGSZW543_4,1,1,1,1,1,A,1
agglomerative,51126,51126_PGSZW543_5,1,2,2,1,1,B,1
agglomerative,51126,51126_PGSZW543_6,0,2,4,0,1,D,1
agglomerative,51126,51126_PGSZW543_7,0,2,2,1,1,B,1
agglomerative,51126,51126_PGSZW543_8,1,2,2,1,1,B,1
agglomerative,51126,51126_PGSZW543_9,0,3,3,1,1,C,1
agglomerative,51126,51126_PGSZW543_10,1,2,2,1,1,B,1
agglomerative,51350,51350_VLBM4QEI_1,0,3,3,1,1,C,1
agglomerative,51350,51350_VLBM4QEI_2,1,3,3,1,1,C,1
agglomerative,51350,51350_VLBM4QEI_3,0,4,4,1,1,D,1
agglomerative,51350,51350_VLBM4QEI_4,1,3,3,1,1,C,1
agglomerative,51350,51350_VLBM4QEI_5,1,2,2,1,1,B,1
agglomerative,51350,51350_VLBM4QEI_6,1,1,1,1,1,A,1
agglomerative,51350,51350_VLBM4QEI_7,0,4,4,1,1,D,1
agglomerative,51350,51350_VLBM4QEI_8,0,1,1,1,1,A,1
agglomerative,51350,51350_VLBM4QEI_9,0,4,3,0,1,C,1
agglomerative,50948,50948_U9YCQJBR_1,1,2,2,1,1,B,1
agglomerative,50948,50948_U9YCQJBR_2,1,1,1,1,1,A,1
agglomerative,50948,50948_U9YCQJBR_3,1,3,3,1,1,C,1
agglomerative,50948,50948_U9YCQJBR_4,1,4,1,0,1,A,1
agglomerative,50948,50948_U9YCQJBR_5,1,4,4,1,1,D,1
agglomerative,50948,50948_U9YCQJBR_6,1,3,3,1,1,C,1
agglomerative,51320,51320_DIEFXLAR_1,1,2,2,1,1,B,1
agglomerative,51320,51320_DIEFXLAR_2,1,4,4,1,1,D,1
agglomerative,51320,51320_DIEFXLAR_3,1,1,1,1,1,A,1
agglomerative,51320,51320_DIEFXLAR_4,0,4,4,1,1,D,1
agglomerative,51320,51320_DIEFXLAR_5,1,2,3,0,1,C,1
agglomerative,51320,51320_DIEFXLAR_6,1,3,3,1,1,C,1
agglomerative,51320,51320_DIEFXLAR_7,0,1,1,1,1,A,1
agglomerative,51320,51320_DIEFXLAR_8,1,2,2,1,1,B,1
agglomerative,51320,51320_DIEFXLAR_9,0,2,2,1,1,B,1
agglomerative,51320,51320_DIEFXLAR_10,1,3,4,0,1,D,1
agglomerative,51395,51395_9PYVRG7M_1,1,4,4,1,1,D,1
agglomerative,51395,51395_9PYVRG7M_2,1,3,3,1,1,C,1
agglomerative,51395,51395_9PYVRG7M_3,1,1,3,0,1,C,1
agglomerative,51395,51395_9PYVRG7M_4,0,3,3,1,1,C,1
agglomerative,51395,51395_9PYVRG7M_5,1,3,3,1,1,C,1
agglomerative,51395,51395_9PYVRG7M_6,0,1,1,1,1,A,1
agglomerative,51395,51395_9PYVRG7M_7,0,1,1,1,1,A,1
agglomerative,51395,51395_9PYVRG7M_8,1,4,4,1,1,D,1
agglomerative,51436,51436_MT3ROY6U_1,1,3,3,1,1,C,1
agglomerative,51436,51436_MT3ROY6U_2,0,2,2,1,1,B,1
